Annotation ID,User ID,Task,Scene,Preposition,Figure,Ground,Cam Location,Cam Rotation,Time
4767cb98-5ce9-4ac1-bf61-dd7d437edbdb,29,sfg,scene2-sfg,on,notebook,table.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.1374, -0.1354, 0.9812)
            ( 0.9905, -0.0188, 0.1361)
            (-0.0000,  0.9906, 0.1367)>",105.441375732422
56715fb9-19b4-40f0-925c-da43e0bed258,29,sfg,scene2-sfg,on,shelf,wall,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.2063, 0.0810,  0.9751)
            ( 0.9785, 0.0171,  0.2056)
            (-0.0000, 0.9966, -0.0828)>",109.425559997559
837981c4-569e-4ebf-a291-df4adb697636,29,sfg,scene2-sfg,on,ball.001,jar,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.2723, 0.0769,  0.9591)
            ( 0.9622, 0.0218,  0.2715)
            (-0.0000, 0.9968, -0.0799)>",114.893394470215
cf9970fd-d92a-4f08-b62a-4fd67837e2c0,29,sfg,scene2-sfg,on,jar,shelf,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.3314, 0.0027,  0.9435)
            ( 0.9435, 0.0010,  0.3314)
            (-0.0000, 1.0000, -0.0029)>",117.177215576172
9694c69e-9d43-4b2c-984f-67fb7229f5c3,29,sfg,scene2-sfg,on,door,wall,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.5793, 0.0280,  0.8147)
            ( 0.8151, 0.0199,  0.5789)
            (-0.0000, 0.9994, -0.0343)>",119.644409179688
b0f550f4-2d5a-42ce-8d34-68e42883f680,29,sfg,scene2-sfg,on,Cube.002,notepad_001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.2896, -0.1821, 0.9397)
            ( 0.9571, -0.0551, 0.2843)
            (-0.0000,  0.9818, 0.1902)>",124.345413208008
b3a14bea-9c46-4e3d-ba9b-0431fcbd8a28,29,sfg,scene2-sfg,on,notepad_001,Table,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.3144, -0.1886, 0.9304)
            ( 0.9493, -0.0625, 0.3081)
            (-0.0000,  0.9801, 0.1987)>",126.145797729492
c853acbf-aa62-423c-8702-ff4318cfa57c,29,sfg,scene2-sfg,on,spoon,Table,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.2550, -0.1894, 0.9482)
            ( 0.9669, -0.0499, 0.2500)
            (-0.0000,  0.9806, 0.1958)>",130.112350463867
a58af2ae-d28e-4bdd-9f63-d32747e80520,29,sfg,scene2-sfg,on,mug.002,Cube.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.2858, -0.1688, 0.9433)
            ( 0.9583, -0.0504, 0.2813)
            (-0.0000,  0.9844, 0.1762)>",133.928085327148
fab890e6-9853-4656-94f0-c15fe743c10b,29,sfg,scene2-sfg,on,mug.002,Table,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.2704, -0.1723, 0.9472)
            ( 0.9627, -0.0484, 0.2660)
            (-0.0000,  0.9839, 0.1790)>",137.327255249023
94d414e0-9b0d-49c2-9638-f42b605f0580,29,sfg,scene2-sfg,on,Cube.001,Table,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.2704, -0.1669, 0.9482)
            ( 0.9627, -0.0469, 0.2663)
            (-0.0000,  0.9849, 0.1734)>",139.326766967773
779dfa7b-4afe-451d-aef9-1b52fa62ceba,29,sfg,scene2-sfg,on,Pencil.001,cup,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.3163, -0.1618, 0.9348)
            ( 0.9486, -0.0539, 0.3117)
            (-0.0000,  0.9854, 0.1706)>",143.175827026367
e5788d9e-e3d3-4463-b535-523642f4a7a0,29,sfg,scene2-sfg,on,cup,Table,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.3239, -0.1959, 0.9256)
            ( 0.9461, -0.0671, 0.3169)
            (-0.0000,  0.9783, 0.2070)>",146.924911499023
04622854-d4bd-419f-8406-b0cb6d7bd429,29,sfg,scene2-sfg,on,cup,bowl_001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.2278, -0.1221, 0.9660)
            ( 0.9737, -0.0286, 0.2260)
            (-0.0000,  0.9921, 0.1254)>",151.357162475586
3c2be09f-fe1b-454f-8edc-d03a77695961,29,sfg,scene2-sfg,on,lamp,table.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.0322, -0.1281,  0.9912)
            ( 0.9995,  0.0041, -0.0319)
            (-0.0000,  0.9918,  0.1282)>",155.789413452148
19525610-148f-4390-a164-c92f5791bb27,29,sfg,scene2-sfg,on,Cube.000,paper.002,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.0498, -0.1054, 0.9932)
            ( 0.9987, -0.0053, 0.0495)
            (-0.0000,  0.9944, 0.1055)>",160.788192749023
3947ed89-31da-4193-86d3-8aecd7c2fe3a,29,sfg,scene2-sfg,on,paper.002,table.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.0718, -0.1335, 0.9885)
            ( 0.9974, -0.0096, 0.0711)
            (-0.0000,  0.9910, 0.1339)>",163.87077331543
c07d4c59-f307-42d0-bdc3-accbb6a1bf26,29,sfg,scene2-sfg,on,Pencil.003,table.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.0138, -0.1338, 0.9909)
            ( 0.9999, -0.0019, 0.0137)
            (-0.0000,  0.9910, 0.1339)>",166.920028686523
4cab2ff2-cd7a-42f1-a8e1-97df4347ccc7,29,sfg,scene2-sfg,on,jar.001,lamp,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.0681, -0.0797,  0.9945)
            ( 0.9977,  0.0054, -0.0679)
            (-0.0000,  0.9968,  0.0799)>",170.235885620117
aa65c629-87a3-4030-b276-1625b8eb256d,29,sfg,scene2-sfg,on,mug.001,lamp,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.0661, -0.1477,  0.9868)
            ( 0.9978,  0.0098, -0.0654)
            (-0.0000,  0.9890,  0.1480)>",173.551742553711
850272cf-baef-4471-8444-91d3242fb842,29,sfg,scene2-sfg,on,mug.001,table.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.0202, -0.1338,  0.9908)
            ( 0.9998,  0.0027, -0.0200)
            (-0.0000,  0.9910,  0.1339)>",176.067794799805
0ed81697-7165-42bf-bcfb-3a285a90c88a,29,sfg,scene2-sfg,on,box.001,chair.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.2028, -0.1835,  0.9619)
            ( 0.9792,  0.0380, -0.1992)
            (-0.0000,  0.9823,  0.1874)>",179.950180053711
074ea3fb-5bd4-4710-9438-a6d57d73dffb,29,sfg,scene2-sfg,on,chair.001,wall.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.2650, -0.1236,  0.9563)
            ( 0.9642,  0.0340, -0.2628)
            (-0.0000,  0.9918,  0.1282)>",184.699020385742
c56020ad-7c89-4bd2-856e-ce10b34f9ff8,29,sfg,scene2-sfg,on,folder,table.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.1008, -0.1332, 0.9860)
            ( 0.9949, -0.0135, 0.0999)
            (-0.0000,  0.9910, 0.1338)>",212.608871459961
d9e616cf-718e-4fd6-b18d-ddc6e1e26892,29,sfg,scene2-sfg,on,box,table.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.0968, -0.2088,  0.9732)
            ( 0.9953,  0.0203, -0.0947)
            (-0.0000,  0.9778,  0.2098)>",220.406967163086
b66523fc-0214-47a5-9781-fed27135a8e1,29,sfg,scene2-sfg,on,light,ceiling,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 (-0.1957, 0.4702,  0.8606)
            ( 0.9806, 0.0939,  0.1718)
            (-0.0000, 0.8776, -0.4795)>",251.499374389648
c77e07b4-33b3-4972-9a38-d491cff65e81,29,sfg,scene2-sfg,on,window,wall.001,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.4430,  0.0640,  0.8942)
            ( 0.8965, -0.0316, -0.4419)
            (-0.0000,  0.9975, -0.0714)>",255.531723022461
d1059917-7c43-4d8f-b34e-50ec71d00870,29,sfg,scene2-sfg,on,box.001,Floor,"<Vector (1.2362, 3.5143, 1.8000)>","<Matrix 3x3 ( 0.2696, -0.3392,  0.9013)
            ( 0.9629,  0.0950, -0.2523)
            (-0.0000,  0.9360,  0.3522)>",285.92431640625
a6448fb3-c143-4c66-bd07-6cb0a71e8038,29,sfg,scene2-sfg,on,spoon.001,dish.001,"<Vector (-3.6779, 1.6839, 1.0745)>","<Matrix 3x3 ( 0.1548, 0.4686, -0.8697)
            (-0.9879, 0.0734, -0.1363)
            (-0.0000, 0.8804,  0.4744)>",328.463928222656
d9d19665-e921-4a3e-ab23-16cb6a778756,29,sfg,scene2-sfg,on,spoon.001,apple.006,"<Vector (-3.6779, 1.6839, 1.0745)>","<Matrix 3x3 ( 0.2873, 0.4030, -0.8690)
            (-0.9578, 0.1209, -0.2607)
            (-0.0000, 0.9072,  0.4207)>",330.330139160156
04170fe5-f079-4bd5-9ce4-c33193afcc7f,29,sfg,scene2-sfg,on,apple.008,bowl_001,"<Vector (-3.5885, 1.6096, 1.2362)>","<Matrix 3x3 ( 0.1969, -0.5535,  0.8092)
            ( 0.9804,  0.1112, -0.1625)
            (-0.0000,  0.8254,  0.5646)>",348.808959960937
7cd898af-20e3-41e5-bd0f-f3106a3f9cb6,29,sfg,scene2-sfg,on,Cube.001,Cube.002,"<Vector (-4.4351, 1.8729, 1.3252)>","<Matrix 3x3 ( 0.1914, 0.3431, -0.9196)
            (-0.9815, 0.0669, -0.1793)
            (-0.0000, 0.9370,  0.3495)>",374.302734375
7c7f3b12-a9e1-45e8-9585-b4fc98f0050d,29,sfg,scene2-sfg,on,Cube.001,notepad_001,"<Vector (-4.4351, 1.8729, 1.3252)>","<Matrix 3x3 ( 0.1678, 0.4122, -0.8955)
            (-0.9858, 0.0702, -0.1524)
            (-0.0000, 0.9084,  0.4181)>",379.068237304687
b58273f8-593c-4ad1-9c41-697110db5401,29,sfg,scene2-sfg,on,folder,notebook,"<Vector (-4.4351, 1.8729, 1.3252)>","<Matrix 3x3 ( 0.3325, -0.2502,  0.9093)
            ( 0.9430,  0.0882, -0.3206)
            (-0.0000,  0.9642,  0.2653)>",394.281188964844
40edb9bc-777b-4b34-8cec-06cbe0583961,29,sfg,scene2-sfg,on,mug.001,jar.001,"<Vector (-4.4351, 1.8729, 1.3252)>","<Matrix 3x3 ( 0.7998, -0.0769,  0.5953)
            ( 0.6002,  0.1025, -0.7932)
            (-0.0000,  0.9918,  0.1281)>",402.129272460938
b2267f1f-99ea-4f1c-a87d-df8f8741ce4e,29,sfg,scene2-sfg,on,Table,light,"<Vector (-2.5888, 4.2413, 3.1247)>","<Matrix 3x3 (-0.8409, 0.1439,  0.5216)
            ( 0.5411, 0.2237,  0.8107)
            (-0.0000, 0.9640, -0.2660)>",466.746826171875
e5f83f96-21e6-4e86-81ec-a676f44337a6,29,sfg,scene2-sfg,on,bookshelf,window,"<Vector (-2.5888, 4.2413, 3.1247)>","<Matrix 3x3 ( 0.6896, -0.3450,  0.6367)
            ( 0.7241,  0.3285, -0.6064)
            (-0.0000,  0.8793,  0.4764)>",479.427062988281
5e6cada6-c4bf-4d85-a762-39b6b425a5f6,29,sfg,scene2-sfg,on,Robot,light,"<Vector (-2.5888, 4.2413, 3.1247)>","<Matrix 3x3 (-0.9103, 0.0940,  0.4030)
            ( 0.4137, 0.2069,  0.8866)
            (-0.0000, 0.9739, -0.2272)>",488.774780273438
df1433d1-6c3e-4bfc-b71a-ceae30a07b3e,29,sfg,scene2-sfg,on,spoon,notepad_001,"<Vector (-3.3406, 2.5619, 1.1580)>","<Matrix 3x3 (-0.9716, -0.1294, 0.1978)
            ( 0.2363, -0.5320, 0.8131)
            (-0.0000,  0.8369, 0.5475)>",513.168823242188
33475f21-e91f-44ea-9f49-ec9448d8fd0f,30,sfg,scene3-sfg,in,book,bookshelf,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.9587, -0.0485,  0.2803)
            (0.2845,  0.1635, -0.9446)
            (0.0000,  0.9853,  0.1706)>",34.4996452331543
c0055804-ad03-4472-aefa-0ba085817537,30,sfg,scene3-sfg,in,apple.006,dish.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8362, -0.0750,  0.5433)
            (0.5484,  0.1143, -0.8284)
            (0.0000,  0.9906,  0.1367)>",50.9327278137207
58330c27-9e12-41ca-9370-0886d6428a12,30,sfg,scene3-sfg,in,book.001,bookshelf,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.9459, -0.0599,  0.3189)
            (0.3245,  0.1746, -0.9296)
            (0.0000,  0.9828,  0.1846)>",81.4695892333984
d68c6072-09fd-4efc-9b73-8b0ae03f646a,30,sfg,scene3-sfg,in,apple.000,bowl,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7885, -0.0980,  0.6072)
            (0.6150,  0.1256, -0.7784)
            (0.0000,  0.9872,  0.1593)>",102.724128723145
464ef784-cfe7-42ef-915c-58f4ef5feeb4,30,sfg,scene3-sfg,in,apple.008,bowl_001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7355, -0.1289,  0.6652)
            (0.6776,  0.1399, -0.7220)
            (0.0000,  0.9817,  0.1902)>",111.909423828125
413df785-65b5-416e-af21-9fb7afb3df91,30,sfg,scene3-sfg,in,banana.001,bowl_001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7873, -0.1017,  0.6082)
            (0.6166,  0.1299, -0.7765)
            (0.0000,  0.9863,  0.1649)>",121.694847106934
9ada864e-9208-4992-aec9-96adc32b90b5,30,sfg,scene3-sfg,against,Robot,box.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8585, -0.0788,  0.5067)
            (0.5128,  0.1319, -0.8483)
            (0.0000,  0.9881,  0.1537)>",141.542892456055
60ac52ae-b615-4023-a303-dde0effa80b3,30,sfg,scene3-sfg,against,chair,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7049, -0.0768,  0.7051)
            (0.7093,  0.0764, -0.7008)
            (0.0000,  0.9941,  0.1083)>",148.14128112793
cc7fd976-8e05-40dc-b415-503eece55108,30,sfg,scene3-sfg,against,ball.001,wall,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.5196,  0.0488,  0.8530)
            (0.8544, -0.0297, -0.5187)
            (0.0000,  0.9984, -0.0571)>",155.122909545898
2eaf7242-f3e9-4004-bb4c-b068f71fb3e5,30,sfg,scene3-sfg,against,mug.002,bowl_001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7835, -0.0849,  0.6155)
            (0.6213,  0.1071, -0.7762)
            (0.0000,  0.9906,  0.1367)>",168.436325073242
59517023-ad43-4995-b123-5486fa928ea1,30,sfg,scene3-sfg,against,table.001,wall,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7092, -0.0423,  0.7038)
            (0.7050,  0.0425, -0.7079)
            (0.0000,  0.9982,  0.0599)>",175.884506225586
e417631e-1b81-44b0-8058-0644aa7a7fc8,30,sfg,scene3-sfg,against,lamp,wall,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7259, -0.0373,  0.6868)
            (0.6878,  0.0394, -0.7248)
            (0.0000,  0.9985,  0.0542)>",179.900192260742
b5f568e1-be7b-4f67-98a3-2e640d008266,30,sfg,scene3-sfg,against,jar,wall,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.5862,  0.0162,  0.8100)
            (0.8102, -0.0117, -0.5861)
            (0.0000,  0.9998, -0.0200)>",186.215316772461
756395a7-0658-428b-a028-205da1e67e97,30,sfg,scene3-sfg,in,pear.004,bowl_001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7730, -0.0795,  0.6294)
            (0.6344,  0.0969, -0.7669)
            (0.0000,  0.9921,  0.1254)>",211.475814819336
788ebd95-945f-4157-9528-41756323fab5,30,sfg,scene3-sfg,against,bookshelf,wall.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7575, -0.1714,  0.6299)
            (0.6528,  0.1989, -0.7310)
            (0.0000,  0.9649,  0.2626)>",234.720138549805
8c989b52-efec-4bea-96ff-cb2e22c6c2dd,30,sfg,scene3-sfg,against,cup,bowl,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8013, -0.0835,  0.5924)
            (0.5982,  0.1118, -0.7935)
            (0.0000,  0.9902,  0.1395)>",255.248458862305
7d6a96f4-4c19-49cb-bb3e-20a928178ba3,30,sfg,scene3-sfg,against,chair.001,wall.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8369,  0.0360,  0.5462)
            (0.5474, -0.0550, -0.8351)
            (0.0000,  0.9978, -0.0657)>",259.79736328125
73eb9985-4cb7-4a4d-8174-bd8cea4a229f,30,sfg,scene3-sfg,against,ball,wall.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.9443, -0.0037,  0.3290)
            (0.3290,  0.0108, -0.9443)
            (0.0000,  0.9999,  0.0114)>",267.26220703125
93ad5cc8-899a-48ed-add0-e02b61222fe3,30,sfg,scene3-sfg,against,mug,wall.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.9701,  0.0069,  0.2427)
            (0.2428, -0.0278, -0.9697)
            (0.0000,  0.9996, -0.0286)>",269.045104980469
8b23ed16-c053-4712-ab4f-6f1078162fee,30,sfg,scene3-sfg,over,ball.001,jar,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.5510,  0.0286,  0.8340)
            (0.8345, -0.0189, -0.5506)
            (0.0000,  0.9994, -0.0343)>",285.874328613281
87985bd2-28cd-4164-8671-c2171e9e8850,30,sfg,scene3-sfg,over,lamp,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7100, -0.0783,  0.6998)
            (0.7042,  0.0789, -0.7056)
            (0.0000,  0.9938,  0.1112)>",297.888061523438
91fe5ed0-00ef-4f75-a2f7-0dd4fe1ec77c,30,sfg,scene3-sfg,above,ball.001,jar,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.5600,  0.0166,  0.8284)
            (0.8285, -0.0112, -0.5598)
            (0.0000,  0.9998, -0.0201)>",363.3720703125
da02d870-549c-4472-aa6f-63ae229e2087,30,sfg,scene3-sfg,above,jar,shelf,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.5550, -0.0095,  0.8318)
            (0.8318,  0.0063, -0.5549)
            (0.0000,  0.9999,  0.0114)>",365.054992675781
69d2391c-7ee6-4836-85c4-c9422bbe2243,30,sfg,scene3-sfg,above,mug,bookshelf,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.9652, -0.0171,  0.2608)
            (0.2614,  0.0633, -0.9632)
            (0.0000,  0.9979,  0.0656)>",368.7041015625
8e6f4b83-bf9d-4db9-bdd3-91d172fe158f,30,sfg,scene3-sfg,above,ball,bookshelf,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.9452, -0.0251,  0.3254)
            (0.3264,  0.0728, -0.9424)
            (0.0000,  0.9970,  0.0770)>",371.103515625
380915ba-dac1-4d9f-9b29-566e06de3027,30,sfg,scene3-sfg,above,bowl,wall.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8194, -0.0881,  0.5665)
            (0.5732,  0.1259, -0.8097)
            (0.0000,  0.9881,  0.1536)>",378.101806640625
3bef9723-e16e-4f3f-857d-8d377ea7bba7,30,sfg,scene3-sfg,above,bowl,Table,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8148, -0.0858,  0.5734)
            (0.5798,  0.1206, -0.8058)
            (0.0000,  0.9890,  0.1480)>",383.417175292969
0ab4b42c-51a5-4b78-a879-e6c97aee5340,30,sfg,scene3-sfg,above,bowl_001,Table,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7810, -0.0924,  0.6176)
            (0.6245,  0.1156, -0.7725)
            (0.0000,  0.9890,  0.1480)>",385.483337402344
e0a3b717-194e-44ee-a953-18a0d72e1a89,30,sfg,scene3-sfg,above,dish.001,Table,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8159, -0.0872,  0.5716)
            (0.5781,  0.1230, -0.8066)
            (0.0000,  0.9886,  0.1508)>",387.416198730469
1aced807-7b04-4d0d-99da-de7bf9c4321b,30,sfg,scene3-sfg,above,apple.006,dish.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8318, -0.0743,  0.5501)
            (0.5551,  0.1113, -0.8243)
            (0.0000,  0.9910,  0.1338)>",391.931762695312
e84b326d-c6da-413b-a7ed-420995fe3848,30,sfg,scene3-sfg,above,lamp,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7162, -0.0756,  0.6938)
            (0.6979,  0.0776, -0.7120)
            (0.0000,  0.9941,  0.1083)>",397.23046875
0a16aa62-df44-415d-b1aa-2702be5248b4,30,sfg,scene3-sfg,above,folder,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7106, -0.0722,  0.6999)
            (0.7036,  0.0729, -0.7068)
            (0.0000,  0.9947,  0.1026)>",407.89453125
82e7109a-3ffa-47f5-8023-5cf58f24171e,30,sfg,scene3-sfg,above,notebook.001,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7176, -0.0715,  0.6928)
            (0.6964,  0.0736, -0.7138)
            (0.0000,  0.9947,  0.1026)>",414.192993164063
bfc9b1d3-8384-4969-b207-e26e88d429d7,30,sfg,scene3-sfg,above,window,Floor,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.9028, -0.0974,  0.4188)
            (0.4300,  0.2045, -0.8794)
            (0.0000,  0.9740,  0.2265)>",430.5556640625
b9626b65-6a55-4756-8b91-5bc1505fd42e,30,sfg,scene3-sfg,above,pear.004,apple.008,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7684, -0.0766,  0.6354)
            (0.6400,  0.0919, -0.7629)
            (0.0000,  0.9928,  0.1196)>",452.383666992187
563f0e77-3e7a-43a4-ab6c-8dcdd68ef2a5,30,sfg,scene3-sfg,on top of,ball.001,jar,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.5533,  0.0310,  0.8324)
            (0.8329, -0.0206, -0.5529)
            (0.0000,  0.9993, -0.0372)>",468.313110351563
22eb00cc-f0d9-4a64-9ee9-f36554072ec9,30,sfg,scene3-sfg,on top of,jar,shelf,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.5516,  0.0048,  0.8341)
            (0.8341, -0.0032, -0.5516)
            (0.0000,  1.0000, -0.0058)>",469.929382324219
9c6ff03a-ac40-4a0d-a4e2-a7fe5ad54308,30,sfg,scene3-sfg,on top of,ball,bookshelf,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.9452, -0.0233,  0.3256)
            (0.3264,  0.0674, -0.9428)
            (0.0000,  0.9975,  0.0713)>",473.411865234375
1eff9882-659c-4414-a612-aea7f37a2e0f,30,sfg,scene3-sfg,on top of,mug,bookshelf,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.9615, -0.0212,  0.2741)
            (0.2749,  0.0740, -0.9586)
            (0.0000,  0.9971,  0.0770)>",475.078125
de804fb8-be16-4e05-b893-8d5b8b81ba80,30,sfg,scene3-sfg,on top of,lamp,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7134, -0.0739,  0.6969)
            (0.7007,  0.0752, -0.7094)
            (0.0000,  0.9944,  0.1055)>",483.276123046875
d8b4ac4a-2a11-456d-9618-805b182bc81e,30,sfg,scene3-sfg,on top of,folder,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7106, -0.0762,  0.6995)
            (0.7036,  0.0769, -0.7064)
            (0.0000,  0.9941,  0.1083)>",486.292053222656
2c300fb6-9615-4e3f-bef1-b3b3be80d39c,30,sfg,scene3-sfg,on top of,Pencil.003,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7148, -0.0718,  0.6957)
            (0.6993,  0.0733, -0.7110)
            (0.0000,  0.9947,  0.1026)>",489.674560546875
f3c2d737-ff0c-40c9-8ebc-7c9a0abb4106,30,sfg,scene3-sfg,on top of,paper.002,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7106, -0.0762,  0.6995)
            (0.7036,  0.0769, -0.7064)
            (0.0000,  0.9941,  0.1083)>",491.973999023438
5e788690-fcd5-4763-932c-e15b0dc77bed,30,sfg,scene3-sfg,on top of,notebook.001,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7092, -0.0763,  0.7009)
            (0.7050,  0.0768, -0.7050)
            (0.0000,  0.9941,  0.1083)>",494.423400878906
e29b08fd-a2db-4198-9e61-b6816566aa23,30,sfg,scene3-sfg,on top of,mug.001,table.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7092, -0.0743,  0.7011)
            (0.7050,  0.0748, -0.7052)
            (0.0000,  0.9944,  0.1054)>",497.389343261719
1eb89cef-e817-448a-aa66-25f3cf417882,30,sfg,scene3-sfg,on top of,bowl_001,Table,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7735, -0.0920,  0.6271)
            (0.6338,  0.1123, -0.7653)
            (0.0000,  0.9894,  0.1451)>",502.704711914063
9514aba7-db9a-4f20-8109-815c6a6e2ea5,30,sfg,scene3-sfg,on top of,bowl,Table,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.7760, -0.0880,  0.6246)
            (0.6307,  0.1082, -0.7684)
            (0.0000,  0.9902,  0.1395)>",504.837524414063
1fc78a4e-a190-45a9-bf53-07605109cd17,30,sfg,scene3-sfg,on top of,dish.001,Table,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8147, -0.0825,  0.5739)
            (0.5798,  0.1159, -0.8065)
            (0.0000,  0.9898,  0.1423)>",507.036987304688
a3296314-6ed2-4a49-9391-1d194672f3fe,30,sfg,scene3-sfg,on top of,apple.006,dish.001,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8216, -0.0827,  0.5640)
            (0.5699,  0.1192, -0.8130)
            (0.0000,  0.9894,  0.1451)>",510.352844238281
816374dc-b7ad-4f51-879d-5e55a916772e,30,sfg,scene3-sfg,on top of,apple.000,bowl,"<Vector (0.6536, -3.8851, 1.8000)>","<Matrix 3x3 (0.8171, -0.0869,  0.5699)
            (0.5765,  0.1232, -0.8077)
            (0.0000,  0.9886,  0.1508)>",527.965209960938
